"Row ID","Series","Episode","Combined episode","Episode name","Start","End","Scene ID","Who","Cooper As","Where","Episode Length","Total length","Corrected start","Corrected end","Circumstances"
"id123","2","16","S02E16","The Condemned Woman","0:02:00","0:03:00","id076","FBI Special Agent Dale Cooper","","Twin Peaks Police Station","0:45:12","19:35:16","18:52:04","18:53:04","Harry and Cooper listening to Windom Earl's message at the police station."
"id124","2","16","S02E16","The Condemned Woman","0:03:12","0:05:02","id077","Catherine Martell","","Martell residency","0:45:12","19:35:16","18:53:16","18:55:06","Catherine and Andrew eating breakfast at home that Pete made them. Josie meets Andrew and collapses at the door."
"id125","2","16","S02E16","The Condemned Woman","0:03:12","0:05:02","id077","Andrew Packard","","Martell residency","0:45:12","19:35:16","18:53:16","18:55:06","Catherine and Andrew eating breakfast at home that Pete made them. Josie meets Andrew and collapses at the door."
"id126","2","16","S02E16","The Condemned Woman","0:25:54","0:26:47","id078","Pete Martell","","Twin Peaks Police Station","0:45:12","19:35:16","19:15:58","19:16:51","Pete, Harry, and Cooper trying to figure out the next chess move against Windom Earl."
"id127","2","16","S02E16","The Condemned Woman","0:25:54","0:26:47","id078","Sheriff Harry Truman","","Twin Peaks Police Station","0:45:12","19:35:16","19:15:58","19:16:51","Pete, Harry, and Cooper trying to figure out the next chess move against Windom Earl."
"id128","2","16","S02E16","The Condemned Woman","0:25:54","0:26:47","id078","FBI Special Agent Dale Cooper","","Twin Peaks Police Station","0:45:12","19:35:16","19:15:58","19:16:51","Pete, Harry, and Cooper trying to figure out the next chess move against Windom Earl."
"id129","2","16","S02E16","The Condemned Woman","0:32:17","0:32:43","id079","Catherine Martell","","Martell residency","0:45:12","19:35:16","19:22:21","19:22:47","Catherine drinking coffee at home when Harry comes to visit Josie."
"id130","2","16","S02E16","The Condemned Woman","0:36:00","0:39:04","id080","Audrey Horne","","Great Northern","0:45:12","19:35:16","19:26:04","19:29:08","Audrey, Jack, and Ben having dinner at the Great Northern."
"id131","2","16","S02E16","The Condemned Woman","0:36:00","0:37:14","id080","Benjamin Horne","","Great Northern","0:45:12","19:35:16","19:26:04","19:27:18","Audrey, Jack, and Ben having dinner at the Great Northern."
"id132","2","16","S02E16","The Condemned Woman","0:36:00","0:39:04","id080","John Justice ""Jack"" Wheeler ","","Great Northern","0:45:12","19:35:16","19:26:04","19:29:08","Audrey, Jack, and Ben having dinner at the Great Northern."
"id133","2","17","S02E17","Wounds and Scars","0:04:33","0:04:54","id081","Major Garland Briggs","","RR","0:43:54","20:19:10","19:39:49","19:40:10","The Log Lady notices the same mark on Major Garland Brigg's neck she has on her leg."
"id134","2","17","S02E17","Wounds and Scars","0:05:01","0:06:00","id082","FBI Special Agent Dale Cooper","","Twin Peaks Police Station","0:43:54","20:19:10","19:40:17","19:41:16","Cooper talking to Hawk about Josie's death."
"id135","2","17","S02E17","Wounds and Scars","0:27:11","0:28:43","id083","Windom Earl","","RR","0:43:54","20:19:10","20:02:27","20:03:59","Windom Earl drinking a coffee at the RR in disguise."
"id136","2","17","S02E17","Wounds and Scars","0:28:02","0:29:22","id083","FBI Special Agent Dale Cooper","","RR","0:43:54","20:19:10","20:03:18","20:04:38","Cooper meets Annie the first time."
"id137","2","18","S02E18","On the Wings of Love","0:21:02","0:23:54","id084","FBI Special Agent Dale Cooper","","RR","0:44:44","21:03:54","20:40:12","20:43:04","Cooper fliring with Annie at the RR, while Harry tries to cure his hangover with coffee."
"id138","2","18","S02E18","On the Wings of Love","0:21:16","0:23:54","id084","Sheriff Harry Truman","","RR","0:44:44","21:03:54","20:40:26","20:43:04","Cooper fliring with Annie at the RR, while Harry tries to cure his hangover with coffee."
"id139","2","18","S02E18","On the Wings of Love","0:22:30","0:22:31","id085","Log Lady","","RR","0:44:44","21:03:54","20:41:40","20:41:41","Log Lady sitting at the bar with Gordon Cole."
"id140","2","19","S02E19","Variations on Relations","0:07:54","0:08:04","id086","Bobby Briggs","","RR","0:44:55","21:48:49","21:11:48","21:11:58","Bobby talking to Shelly about their future and wants Shelly to enter the Miss Twin Peaks contest."
"id141","2","19","S02E19","Variations on Relations","0:08:08","0:09:28","id087","Douglas Milford","","RR","0:44:55","21:48:49","21:12:02","21:13:22","Lana wants to convince Milford to let her win the Miss Twin Peaks contest."
"id142","2","19","S02E19","Variations on Relations","0:08:08","0:09:28","id087","Lana Budding Milford","","RR","0:44:55","21:48:49","21:12:02","21:13:22","Lana wants to convince Milford to let her win the Miss Twin Peaks contest."
"id143","2","19","S02E19","Variations on Relations","0:11:11","0:11:25","id088","FBI Special Agent Dale Cooper","","RR","0:44:55","21:48:49","21:15:05","21:15:19","Cooper brings coffee and donuts to the others and asks Annie out on a date."
"id144","2","19","S02E19","Variations on Relations","0:11:34","0:12:59","id089","FBI Special Agent Dale Cooper","","Twin Peaks Police Station","0:44:55","21:48:49","21:15:28","21:16:53","Cooper and Harry discuss the poem that Windom Earl sent to Donna, Shelly, and Audrey."
"id145","2","19","S02E19","Variations on Relations","0:11:34","0:12:59","id089","Sheriff Harry Truman","","Twin Peaks Police Station","0:44:55","21:48:49","21:15:28","21:16:53","Cooper and Harry discuss the poem that Windom Earl sent to Donna, Shelly, and Audrey."
"id146","2","19","S02E19","Variations on Relations","0:13:00","0:15:52","id090","Major Garland Briggs","","Twin Peaks Police Station","0:44:55","21:48:49","21:16:54","21:19:46","Cooper asks Major Briggs about the ""blue book"" project."
"id147","2","19","S02E19","Variations on Relations","0:25:25","0:27:00","id091","Catherine Martell","","Martell residency","0:44:55","21:48:49","21:29:19","21:30:54","Harry asking Catherine what she knows about Josie."
"id148","2","19","S02E19","Variations on Relations","0:25:25","0:27:00","id091","Sheriff Harry Truman","","Martell residency","0:44:55","21:48:49","21:29:19","21:30:54","Harry asking Catherine what she knows about Josie."
"id149","2","19","S02E19","Variations on Relations","0:34:24","0:36:33","id092","FBI Special Agent Gordon Cole","","RR","0:44:55","21:48:49","21:38:18","21:40:27","Cooper and Annie join Gordon and Shelly for a pie."
"id150","2","19","S02E19","Variations on Relations","0:34:24","0:36:33","id092","Shelly Johnson","","RR","0:44:55","21:48:49","21:38:18","21:40:27","Cooper and Annie join Gordon and Shelly for a pie."
"id151","2","19","S02E19","Variations on Relations","0:35:05","0:36:33","id092","FBI Special Agent Dale Cooper","","RR","0:44:55","21:48:49","21:38:59","21:40:27","Cooper and Annie join Gordon and Shelly for a pie."
"id152","2","19","S02E19","Variations on Relations","0:35:05","0:36:33","id092","Annie Blackburn","","RR","0:44:55","21:48:49","21:38:59","21:40:27","Cooper and Annie join Gordon and Shelly for a pie."
"id153","2","20","S02E20","The Path to the Black Lodge","0:10:46","0:13:34","id093","Sheriff Harry Truman","","Twin Peaks Police Station","0:44:37","22:33:26","21:59:35","22:02:23","Major Garland Briggs shows a recording of Windom Earl to Cooper and Harry."
"id154","2","20","S02E20","The Path to the Black Lodge","0:10:46","0:13:34","id093","FBI Special Agent Dale Cooper","","Twin Peaks Police Station","0:44:37","22:33:26","21:59:35","22:02:23","Major Garland Briggs shows a recording of Windom Earl to Cooper and Harry."
"id155","2","20","S02E20","The Path to the Black Lodge","0:27:59","0:29:47","id094","FBI Special Agent Dale Cooper","","RR","0:44:37","22:33:26","22:16:48","22:18:36","Cooper flirts with Annie at the RR and they talk about their future."
"id156","2","21","S02E21","Miss Twin Peaks","0:08:46","0:10:28","id095","FBI Special Agent Dale Cooper","","Twin Peaks Police Station","0:44:14","23:17:40","22:42:12","22:43:54","Cooper and Harry watching Andy staring at the drawing of the owl cave."
"id157","2","21","S02E21","Miss Twin Peaks","0:08:46","0:10:28","id095","Sheriff Harry Truman","","Twin Peaks Police Station","0:44:14","23:17:40","22:42:12","22:43:54","Cooper and Harry watching Andy staring at the drawing of the owl cave."
"id158","2","21","S02E21","Miss Twin Peaks","0:27:45","0:30:29","id096","Deputy Andy Brennan","","Twin Peaks Police Station","0:44:14","23:17:40","23:01:11","23:03:55","Andy cracks what the drawing of the owl cave means. Turns out Windom Earl planted a bug in the bonsai."
"id159","2","22","S02E22","Beyond Life and Death","0:27:28","0:27:39","id097","Major Garland Briggs","","RR","0:48:10","24:05:50","23:45:08","23:45:19","Garland and Betty are on a coffee date at the RR."
"id160","2","22","S02E22","Beyond Life and Death","0:27:28","0:27:39","id097","Betty Briggs","","RR","0:48:10","24:05:50","23:45:08","23:45:19","Garland and Betty are on a coffee date at the RR."
"id161","2","22","S02E22","Beyond Life and Death","0:31:50","0:33:50","id098","FBI Special Agent Dale Cooper","","Black Lodge","0:48:10","24:05:50","23:49:30","23:51:30","Cooper drinking a coffee in the Black Lodge."
"id162","3","1","S03E01","My Log Has a Message for You","0:12:52","0:14:38","id099","Tracey Barbarado","","New York - Glass Cube","1:00:36","25:06:26","24:18:42","24:20:28","Tracy bringing coffee to Sam to his workplace."
"id163","3","1","S03E01","My Log Has a Message for You","0:13:02","0:15:40","id099","Sam Colby","","New York - Glass Cube","1:00:36","25:06:26","24:18:52","24:21:30","Tracy bringing coffee to Sam to his workplace."
"id164","3","1","S03E01","My Log Has a Message for You","0:25:42","0:34:32","id100","Tracey Barbarado","","New York - Glass Cube","1:00:36","25:06:26","24:31:32","24:40:22","Tracy bringing coffee to Sam to his workplace. They are killed by the entity coming out of the cube."
"id165","3","1","S03E01","My Log Has a Message for You","0:25:42","0:34:32","id100","Sam Colby","","New York - Glass Cube","1:00:36","25:06:26","24:31:32","24:40:22","Tracy bringing coffee to Sam to his workplace. They are killed by the entity coming out of the cube."
"id166","3","1","S03E01","My Log Has a Message for You","0:45:23","0:46:34","id101","Constance Talbot","","Buckhorn Police Station","1:00:36","25:06:26","24:51:13","24:52:24","Constance finds a match for the prints on the dead torso."
"id167","3","2","S03E02","The Stars Turn and a Time Presents Itself","0:04:58","0:05:44","id102","Unnamed Police Officer","","Buckhorn Police Station","0:54:35","26:01:01","25:11:24","25:12:10","Policeman drinking coffee in the background while Phyllis Hastings walks out of the station."
"id168","3","2","S03E02","The Stars Turn and a Time Presents Itself","0:09:45","0:12:07","id103","Ray Monroe","","Unknown Café","0:54:35","26:01:01","25:16:11","25:18:33","The doppleganger, Ray, Darya, and Jack eating and drinking coffee at an unknown café."
"id169","3","2","S03E02","The Stars Turn and a Time Presents Itself","0:09:45","0:12:07","id103","FBI Special Agent Dale Cooper","as doppelganger","Unknown Café","0:54:35","26:01:01","25:16:11","25:18:33","The doppleganger, Ray, Darya, and Jack eating and drinking coffee at an unknown café."
"id170","3","2","S03E02","The Stars Turn and a Time Presents Itself","0:09:45","0:12:07","id103","Darya","","Unknown Café","0:54:35","26:01:01","25:16:11","25:18:33","The doppleganger, Ray, Darya, and Jack eating and drinking coffee at an unknown café."
"id171","3","2","S03E02","The Stars Turn and a Time Presents Itself","0:09:45","0:12:07","id103","Jack","","Unknown Café","0:54:35","26:01:01","25:16:11","25:18:33","The doppleganger, Ray, Darya, and Jack eating and drinking coffee at an unknown café."
"id172","3","2","S03E02","The Stars Turn and a Time Presents Itself","0:46:36","0:46:50","id104","Tracey Barbarado","","New York - Glass Cube","0:54:35","26:01:01","25:53:02","25:53:16","Flashback: Tracey brings coffee to Sam to the Glass Cube."
"id173","3","3","S03E03","Call for Help","0:51:30","0:54:22","id105","FBI Special Agent Gordon Cole","","Philadelphia - FBI Headquarters","0:58:52","26:59:53","26:52:31","26:55:23","FBI Agents meet to investigate the clues that might lead to the killer. Tammy shows Gordon and Albert pictures of the crime scene at the Glass Cube."
"id174","3","3","S03E03","Call for Help","0:51:30","0:52:44","id105","Unnamed FBI Agent","","Philadelphia - FBI Headquarters","0:58:52","26:59:53","26:52:31","26:53:45","FBI Agents meet to investigate the clues that might lead to the killer. Tammy shows Gordon and Albert pictures of the crime scene at the Glass Cube."
"id175","3","4","S03E04","...Brings Back Some Memories","0:41:14","0:41:41","id106","FBI Special Agent Dale Cooper","as Dougie","Jones residency","0:56:58","27:56:51","27:41:07","27:41:34","Dougie having breakfast at home."
"id176","3","5","S03E05","Case Files","0:02:11","0:03:24","id107","Lorraine","","Buenos Aires - Unknown Office","0:58:19","28:55:10","27:59:02","28:00:15","Lorraine sitting at her desk taking out an old phone from the drawer. She sends the message ""Argent 2"" to someone."
"id177","3","5","S03E05","Case Files","0:16:25","0:23:08","id108","Phil Bisby","","Lucky 7 Insurance","0:58:19","28:55:10","28:13:16","28:19:59","Phil (the coffee boy) brings coffee to everyone at the Lucky 7 Insurance office."
"id178","3","5","S03E05","Case Files","0:17:25","0:23:08","id108","FBI Special Agent Dale Cooper","as Dougie","Lucky 7 Insurance","0:58:19","28:55:10","28:14:16","28:19:59","Meeting at the Lucky 7 Insurance Office about the arson."
"id179","3","5","S03E05","Case Files","0:18:00","0:23:08","id108","Unnamed man client","","Lucky 7 Insurance","0:58:19","28:55:10","28:14:51","28:19:59","Meeting at the Lucky 7 Insurance Office about the arson."
"id180","3","5","S03E05","Case Files","0:18:00","0:23:08","id108","Unnamed woman client","","Lucky 7 Insurance","0:58:19","28:55:10","28:14:51","28:19:59","Meeting at the Lucky 7 Insurance Office about the arson."
"id181","3","5","S03E05","Case Files","0:19:26","0:23:08","id108","Rhonda","","Lucky 7 Insurance","0:58:19","28:55:10","28:16:17","28:19:59","Meeting at the Lucky 7 Insurance Office about the arson."
"id182","3","5","S03E05","Case Files","0:19:26","0:23:08","id108","Darren","","Lucky 7 Insurance","0:58:19","28:55:10","28:16:17","28:19:59","Meeting at the Lucky 7 Insurance Office about the arson."
"id183","3","5","S03E05","Case Files","0:19:26","0:23:08","id108","Unnamed Lucky 7 Insurance employee I.","","Lucky 7 Insurance","0:58:19","28:55:10","28:16:17","28:19:59","Meeting at the Lucky 7 Insurance Office about the arson."
"id184","3","5","S03E05","Case Files","0:19:26","0:23:08","id108","Unnamed Lucky 7 Insurance employee II.","","Lucky 7 Insurance","0:58:19","28:55:10","28:16:17","28:19:59","Meeting at the Lucky 7 Insurance Office about the arson."
"id185","3","5","S03E05","Case Files","0:20:23","0:23:08","id108","Frank","","Lucky 7 Insurance","0:58:19","28:55:10","28:17:14","28:19:59","Meeting at the Lucky 7 Insurance Office about the arson."
"id186","3","5","S03E05","Case Files","0:20:23","0:23:08","id108","Tony","","Lucky 7 Insurance","0:58:19","28:55:10","28:17:14","28:19:59","Meeting at the Lucky 7 Insurance Office about the arson."
"id187","3","5","S03E05","Case Files","0:21:21","0:23:08","id108","Bushnell Mullins","","Lucky 7 Insurance","0:58:19","28:55:10","28:18:12","28:19:59","Meeting at the Lucky 7 Insurance Office about the arson."
"id188","3","5","S03E05","Case Files","0:31:54","0:33:40","id109","Norma Jennings","","RR","0:58:19","28:55:10","28:28:45","28:30:31","Norma taking care of administrative tasks at the RR. She doesn't like how Britt is using her mother (Shelly)."
"id189","3","5","S03E05","Case Files","0:39:33","0:40:46","id110","Deputy Andy Brennan","","Twin Peaks Police Station","0:58:19","28:55:10","28:36:24","28:37:37","The case of Laura Palmer is under investigation again at the Twin Peaks Police Station. Andy and Hawk are looking for a clue based on the Log Lady's hint."
"id190","3","5","S03E05","Case Files","0:39:33","0:40:46","id110","Deputy Hawk","","Twin Peaks Police Station","0:58:19","28:55:10","28:36:24","28:37:37","The case of Laura Palmer is under investigation again at the Twin Peaks Police Station. Andy and Hawk are looking for a clue based on the Log Lady's hint."
"id191","3","5","S03E05","Case Files","0:45:46","0:46:38","id111","Colonel Daves","","US Air Force Office","0:58:19","28:55:10","28:42:37","28:43:29","Colonel Daves having a coffe at his desk while Sandie tells him they found Major Garland Brigg's fingerprints again."
"id192","3","5","S03E05","Case Files","0:50:55","0:52:28","id112","FBI Special Agent Tammy Preston","","Philadelphia - FBI Headquarters","0:58:19","28:55:10","28:47:46","28:49:19","Tammy looking comparing the photos of the two Coopers at her desk."
"id193","3","6","S03E06","Don't Die","0:29:35","0:33:32","id113","Miriam Sullivan","","RR","0:58:04","29:53:14","29:24:45","29:28:42","Miriam eating a pie and drinking coffee at the RR, and takes away 2 more cups."
"id194","3","6","S03E06","Don't Die","0:29:35","0:33:32","id113","Miriam Sullivan","","RR","0:58:04","29:53:14","29:24:45","29:28:42","Miriam eating a pie and drinking coffee at the RR, and takes away 2 more cups."
"id195","3","6","S03E06","Don't Die","0:29:35","0:33:32","id113","Miriam Sullivan","","RR","0:58:04","29:53:14","29:24:45","29:28:42","Miriam eating a pie and drinking coffee at the RR, and takes away 2 more cups."
"id196","3","6","S03E06","Don't Die","0:31:18","0:33:04","id114","Carl Rodd","","On the street","0:58:04","29:53:14","29:26:28","29:28:14","Carl sitting on a bench smoking and drinking coffee while he witnesses Richard hit a little kid by car."
"id197","3","6","S03E06","Don't Die","0:39:40","0:41:06","id115","Phil Bisby","","Lucky 7 Insurance","0:58:04","29:53:14","29:34:50","29:36:16","Phil (the coffee boy) brings coffee to everyone at the Lucky 7 Insurance office."
"id198","3","6","S03E06","Don't Die","0:39:42","0:45:36","id115","FBI Special Agent Dale Cooper","as Dougie","Lucky 7 Insurance","0:58:04","29:53:14","29:34:52","29:40:46","Dougie having fun in an elevator. Bushnell congratulates him for cracking the arson case."
"id199","3","6","S03E06","Don't Die","0:41:41","0:45:36","id115","Bushnell Mullins","","Lucky 7 Insurance","0:58:04","29:53:14","29:36:51","29:40:46","Dougie having fun in an elevator. Bushnell congratulates him for cracking the arson case."
"id200","3","6","S03E06","Don't Die","0:51:59","0:52:32","id116","Officer Chad Broxford","","Twin Peaks Police Station","0:58:04","29:53:14","29:47:09","29:47:42","Chad watching Hawk tearing apart the bathroom door to find a page from Laura's diary."
"id201","3","6","S03E06","Don't Die","0:53:01","0:54:57","id117","Maggie","","Twin Peaks Police Station","0:58:04","29:53:14","29:48:11","29:50:07","The police officers listening to Frank arguing with his wife."
"id202","3","6","S03E06","Don't Die","0:53:05","0:54:57","id117","Jesse Holcomb","","Twin Peaks Police Station","0:58:04","29:53:14","29:48:15","29:50:07","The police officers listening to Frank arguing with his wife."
"id203","3","6","S03E06","Don't Die","0:53:54","0:54:57","id117","Unnamed police officer in a 'Crime' sweatshirt","","Twin Peaks Police Station","0:58:04","29:53:14","29:49:04","29:50:07","The police officers listening to Frank arguing with his wife."
"id204","3","7","S03E07","There's a Body All Right","0:03:39","0:07:02","id118","Deputy Hawk","","Twin Peaks Police Station","0:57:35","30:50:49","29:56:53","30:00:16","Frank and Hawk investigating the diary entry Hawk found in the toilet."
"id205","3","7","S03E07","There's a Body All Right","0:03:39","0:07:02","id118","Sheriff Frank Truman","","Twin Peaks Police Station","0:57:35","30:50:49","29:56:53","30:00:16","Frank and Hawk investigating the diary entry Hawk found in the toilet."
"id206","3","7","S03E07","There's a Body All Right","0:09:12","0:12:48","id119","Sheriff Frank Truman","","Twin Peaks Police Station","0:57:35","30:50:49","30:02:26","30:06:02","Frank skyping Dr. Hayward to ask some questions about what happened in the hospital 25 years ago."
"id207","3","7","S03E07","There's a Body All Right","0:12:53","0:13:40","id120","Detective Dave MacKlay","","Buckhorn Police Station","0:57:35","30:50:49","30:06:07","30:06:54","Detective MacKlay meets Lieutenant Knox at the Buckhorn Police station to talk about the fingerprints they found on the dead body."
"id208","3","7","S03E07","There's a Body All Right","0:15:01","0:16:31","id121","Colonel Daves","","US Air Force Office","0:57:35","30:50:49","30:08:15","30:09:45","Lieutenant Knox calling Colonel Daves to tell him about the body."
"id209","3","7","S03E07","There's a Body All Right","0:18:52","0:21:28","id122","Diane","","Diane's apartment","0:57:35","30:50:49","30:12:06","30:14:42","Agent Cole and Albert visiting Diane to convince her to take part in the investigation about Cooper."
"id210","3","7","S03E07","There's a Body All Right","0:20:26","0:21:28","id122","FBI Special Agent Gordon Cole","","Diane's apartment","0:57:35","30:50:49","30:13:40","30:14:42","Agent Cole and Albert visiting Diane to convince her to take part in the investigation about Cooper."
"id211","3","7","S03E07","There's a Body All Right","0:20:26","0:21:28","id122","FBI Special Agent Albert Rosenfield","","Diane's apartment","0:57:35","30:50:49","30:13:40","30:14:42","Agent Cole and Albert visiting Diane to convince her to take part in the investigation about Cooper."
"id212","3","7","S03E07","There's a Body All Right","0:55:33","0:55:53","id123","Norma Jennings","","RR","0:57:35","30:50:49","30:48:47","30:49:07","Norma taking care of administrative tasks at the RR. "
"id213","3","8","S03E08","Gotta Light?","0:50:19","0:50:45","id124","Woman at the radio station","","Radio Station","0:58:19","31:49:08","31:41:08","31:41:34","A woman arranging documents while the ""Gotta Light?"" man walks into the radio station."
"id214","3","9","S03E09","This Is the Chair","0:02:17","0:03:37","id125","FBI Special Agent Gordon Cole","","Plane","0:58:21","32:47:29","31:51:25","31:52:45","Tammy brings a coffee to Cordon on the plane. Gordon talks to Colonel Daves and they agree to head over to Buckhorn."
"id215","3","9","S03E09","This Is the Chair","0:09:57","0:15:08","id126","FBI Special Agent Dale Cooper","as Dougie","Las Vegas Metropolitan Police Department","0:58:21","32:47:29","31:59:05","32:04:16","Dougie and Janey-E waiting at the police station to make a statement about the murder attempt in front of the Lucky 7 Insurance office."
"id216","3","9","S03E09","This Is the Chair","0:10:58","0:16:22","id126","Detective T. Fusco","","Las Vegas Metropolitan Police Department","0:58:21","32:47:29","32:00:06","32:05:30","Bushnell answering questions at the police station."
"id217","3","9","S03E09","This Is the Chair","0:15:09","0:18:13","id126","FBI Special Agent Dale Cooper","as Dougie","Las Vegas Metropolitan Police Department","0:58:21","32:47:29","32:04:17","32:07:21","Fusco Brings another coffee to Dougie to collect his DNA sample."
"id218","3","9","S03E09","This Is the Chair","0:23:58","0:26:04","id127","Betty Briggs","","Briggs residency","0:58:21","32:47:29","32:13:06","32:15:12","Bobby asks his mother about the events that happened 25 years earlier. She gives the message to the police that Garland left to her."
"id219","3","9","S03E09","This Is the Chair","0:34:44","0:36:26","id128","Officer Chad Broxford","","Twin Peaks Police Station","0:58:21","32:47:29","32:23:52","32:25:34","Chad having lunch in the conference room. The sheriff sends him out."
"id220","3","10","S03E10","Laura is the One","0:05:04","0:06:19","id129","Carl Rodd","","Fat Trout Trailer Park","0:53:24","33:40:53","32:52:33","32:53:48","Carl playing the guitar in the Fat Trout Trailer Park."
"id221","3","11","S03E11","There's Fire Where You Are Going","0:06:01","0:06:46","id130","Norma Jennings","","RR","0:57:14","34:38:07","33:46:54","33:47:39","Norma on the phone with Shelly. Shelly was hit by a car driven by her daughter and asks Norma what to do."
"id222","3","11","S03E11","There's Fire Where You Are Going","0:06:21","0:08:50","id131","Maggie","","Twin Peaks Police Station","0:57:14","34:38:07","33:47:14","33:49:43","Maggie working her shift at the police station."
"id223","3","11","S03E11","There's Fire Where You Are Going","0:16:33","0:21:07","id132","Bobby Briggs","","RR","0:57:14","34:38:07","33:57:26","34:02:00","Shelly, Bobby, and Becky discussing what she should do with her life."
"id224","3","11","S03E11","There's Fire Where You Are Going","0:16:33","0:21:07","id132","Shelly Johnson","","RR","0:57:14","34:38:07","33:57:26","34:02:00","Shelly, Bobby, and Becky discussing what she should do with her life."
"id225","3","11","S03E11","There's Fire Where You Are Going","0:16:33","0:21:07","id132","Becky Briggs","","RR","0:57:14","34:38:07","33:57:26","34:02:00","Shelly, Bobby, and Becky discussing what she should do with her life."
"id226","3","11","S03E11","There's Fire Where You Are Going","0:31:28","0:33:48","id133","FBI Special Agent Tammy Preston","","Buckhorn Police Station","0:57:14","34:38:07","34:12:21","34:14:41","The FBI agents, Detective MacKlay, and Diane discussing the events that occured when they found Ruth Davenport's body."
"id227","3","11","S03E11","There's Fire Where You Are Going","0:31:28","0:33:48","id133","FBI Special Agent Gordon Cole","","Buckhorn Police Station","0:57:14","34:38:07","34:12:21","34:14:41","The FBI agents, Detective MacKlay, and Diane discussing the events that occured when they found Ruth Davenport's body."
"id228","3","11","S03E11","There's Fire Where You Are Going","0:31:28","0:33:48","id133","FBI Special Agent Albert Rosenfield","","Buckhorn Police Station","0:57:14","34:38:07","34:12:21","34:14:41","The FBI agents, Detective MacKlay, and Diane discussing the events that occured when they found Ruth Davenport's body."
"id229","3","11","S03E11","There's Fire Where You Are Going","0:31:28","0:33:48","id133","Diane","","Buckhorn Police Station","0:57:14","34:38:07","34:12:21","34:14:41","The FBI agents, Detective MacKlay, and Diane discussing the events that occured when they found Ruth Davenport's body."
"id230","3","11","S03E11","There's Fire Where You Are Going","0:31:28","0:33:48","id133","Detective Dave MacKlay","","Buckhorn Police Station","0:57:14","34:38:07","34:12:21","34:14:41","The FBI agents, Detective MacKlay, and Diane discussing the events that occured when they found Ruth Davenport's body."
"id231","3","11","S03E11","There's Fire Where You Are Going","0:34:19","0:34:59","id134","Phil Bisby","","Lucky 7 Insurance","0:57:14","34:38:07","34:15:12","34:15:52","Phil (the coffee boy) brings coffee to everyone at the Lucky 7 Insurance office."
"id232","3","11","S03E11","There's Fire Where You Are Going","0:34:36","0:37:40","id134","FBI Special Agent Dale Cooper","as Dougie","Lucky 7 Insurance","0:57:14","34:38:07","34:15:29","34:18:33","Bushnell tells Dougie that the Mitchum brother's case was an accident, not an arson. Bushnell wants Dougie to deliver them the cheque."
"id233","3","11","S03E11","There's Fire Where You Are Going","0:34:41","0:37:40","id134","Bushnell Mullins","","Lucky 7 Insurance","0:57:14","34:38:07","34:15:34","34:18:33","Bushnell tells Dougie that the Mitchum brother's case was an accident, not an arson. Bushnell wants Dougie to deliver them the cheque."
"id234","3","11","S03E11","There's Fire Where You Are Going","0:37:41","0:39:38","id135","Rodney Mitchum","","The Mitchum brother's residency","0:57:14","34:38:07","34:18:34","34:20:31","The Mitchum brothers having breakfast, discussing they want to kill Dougie."
"id235","3","11","S03E11","There's Fire Where You Are Going","0:38:16","0:39:38","id135","Bradley Mitchum","","The Mitchum brother's residency","0:57:14","34:38:07","34:19:09","34:20:31","The Mitchum brothers having breakfast, discussing they want to kill Dougie."
"id236","3","12","S03E12","Let's Rock","","","","","","","0:54:54","35:33:01","34:38:07","34:38:07",""
"id237","3","13","S03E13","What Story is That, Charlie?","0:23:27","0:25:21","id136","Detective T. Fusco","","Las Vegas Metropolitan Police Department","0:59:20","36:32:21","35:56:28","35:58:22","Detective Fusco eating a cake and drinking coffee while it turns out that Dougie, the doppleganger, and Cooper are the same person."
"id238","3","13","S03E13","What Story is That, Charlie?","0:30:15","0:34:00","id137","Anthony Sinclair","","Lucky 7 Insurance","0:59:20","36:32:21","36:03:16","36:07:01","Anthony buys Dougie a coffee at the café under the Lucky 7 Insurance office and tries to poison him. Before Dougie would drink the coffee he has a melt down and pours it into the toilet."
"id239","3","13","S03E13","What Story is That, Charlie?","0:30:15","0:34:18","id137","FBI Special Agent Dale Cooper","as Dougie","Lucky 7 Insurance","0:59:20","36:32:21","36:03:16","36:07:19","Anthony buys Dougie a coffee at the café under the Lucky 7 Insurance office and tries to poison him. Before Dougie would drink the coffee he has a melt down and pours it into the toilet."
"id240","3","13","S03E13","What Story is That, Charlie?","0:39:16","0:41:08","id138","Big Ed Hurley","","RR","0:59:20","36:32:21","36:12:17","36:14:09","Bobby having a dinner with Ed."
"id241","3","13","S03E13","What Story is That, Charlie?","0:39:16","0:44:48","id139","Norma Jennings","","RR","0:59:20","36:32:21","36:12:17","36:17:49","Walter wants Norma to make the original RR part of the franchise too."
"id242","3","13","S03E13","What Story is That, Charlie?","0:56:34","0:59:08","id140","Big Ed Hurley","","Big Ed's Gas Farm","0:59:20","36:32:21","36:29:35","36:32:09","Ed eating soup at the gas farm with a takeaway cup of coffee from the RR."
"id243","3","14","S03E14","We Are Like the Dreamer","0:04:19","0:14:35","id141","FBI Special Agent Albert Rosenfield","","FBI HQ","0:56:16","37:28:37","36:36:40","36:46:56","Albert tells Tammy about the incident in 1975 that started the Blue Rose project."
